命令语法不正确。
INFO - 11/24/25 21:08:51 - 0:00:00 - ============ Initialized logger ============
INFO - 11/24/25 21:08:51 - 0:00:00 - The experiment will be stored in C:\Users\paichichi\Documents\data\mmkg\dump/1124-IJCAI_MEAformer_sf_0_500-1000-IL\MEAformer_FBDB15K_0.2_v1_norm_0.2
                                     
INFO - 11/24/25 21:08:51 - 0:00:00 - Running command: python main.py --gpu 0 --eval_epoch 50 --only_test 0 --model_name MEAformer --data_choice FBDB15K --data_split norm --data_rate '0.2' --epoch 1000 --lr '5e-4' --hidden_units '300,300,300' --save_model 0 --batch_size 3500 --semi_learn_step 5 --csls --csls_k 3 --random_seed 42 --exp_name 'IJCAI_MEAformer_sf_0_500-1000-IL' --exp_id 'v1_norm_0.2' --workers 12 --dist 0 --accumulation_steps 1 --scheduler cos --attr_dim 300 --img_dim 300 --name_dim 300 --char_dim 300 --hidden_size 300 --tau '0.1' --structure_encoder gat --num_attention_heads 1 --num_hidden_layers 1 --use_surface 0 --use_intermediate 1 --il --il_start 500 --enable_sota
C:\Users\paichichi\Documents\GitHub\MEAformer\main.py:44: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  self.scaler = GradScaler()
INFO - 11/24/25 21:08:53 - 0:00:01 - 94.56% entities have images
INFO - 11/24/25 21:08:53 - 0:00:01 - image feature shape:(27793, 4096)
INFO - 11/24/25 21:08:53 - 0:00:01 - #left entity : 14951, #right entity: 12842
INFO - 11/24/25 21:08:53 - 0:00:01 - #left entity not in train set: 12382, #right entity not in train set: 10273
INFO - 11/24/25 21:08:54 - 0:00:03 - relation feature shape:(27793, 1000)
INFO - 11/24/25 21:08:54 - 0:00:03 - attribute feature shape:(27793, 341)
INFO - 11/24/25 21:08:54 - 0:00:03 - -----dataset summary-----
INFO - 11/24/25 21:08:54 - 0:00:03 - dataset:		 C:\Users\paichichi\Documents\data\mmkg\FBDB15K\norm
INFO - 11/24/25 21:08:54 - 0:00:03 - triple num:	 691241
INFO - 11/24/25 21:08:54 - 0:00:03 - entity num:	 27793
INFO - 11/24/25 21:08:54 - 0:00:03 - relation num:	 1624
INFO - 11/24/25 21:08:54 - 0:00:03 - train ill num:	 2569 	 test ill num:	 10277
INFO - 11/24/25 21:08:54 - 0:00:03 - -------------------------
C:\Users\paichichi\Documents\GitHub\MEAformer\src\utils.py:237: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\builder\windows\pytorch\torch\csrc\utils\tensor_new.cpp:653.)
  return torch.sparse.FloatTensor(indices, values, shape)
INFO - 11/24/25 21:08:55 - 0:00:04 - Random init...
INFO - 11/24/25 21:08:55 - 0:00:04 - total params num: 10576806
INFO - 11/24/25 21:08:55 - 0:00:04 - warmup_steps: 75
INFO - 11/24/25 21:08:55 - 0:00:04 - total_steps: 500
INFO - 11/24/25 21:08:55 - 0:00:04 - weight_decay: 0.0005
loading raw data...
27793
getting a sparse tensor r_adj...
  0%|          | 0/1000 [00:00<?, ?it/s]
Train | Ep [493/1000] Step [495/500] LR [0.00000] Loss 21.88697 :  49%|████▉     | 493/1000 [05:17<04:04,  2.08it/s]
Train | Ep [493/1000] Step [495/500] LR [0.00000] Loss 21.88697 :  49%|████▉     | 494/1000 [05:17<04:03,  2.08it/s]
Train | Ep [494/1000] Step [496/500] LR [0.00000] Loss 21.86554 :  49%|████▉     | 494/1000 [05:17<04:03,  2.08it/s]
Train | Ep [494/1000] Step [496/500] LR [0.00000] Loss 21.86554 :  50%|████▉     | 495/1000 [05:17<04:05,  2.05it/s]
Train | Ep [495/1000] Step [497/500] LR [0.00000] Loss 21.80104 :  50%|████▉     | 495/1000 [05:18<04:05,  2.05it/s]
Train | Ep [495/1000] Step [497/500] LR [0.00000] Loss 21.80104 :  50%|████▉     | 496/1000 [05:18<04:04,  2.06it/s]
Train | Ep [496/1000] Step [498/500] LR [0.00000] Loss 21.84312 :  50%|████▉     | 496/1000 [05:18<04:04,  2.06it/s]
Train | Ep [496/1000] Step [498/500] LR [0.00000] Loss 21.84312 :  50%|████▉     | 497/1000 [05:18<04:03,  2.07it/s]
Train | Ep [497/1000] Step [499/500] LR [0.00000] Loss 21.84374 :  50%|████▉     | 497/1000 [05:19<04:03,  2.07it/s]
Train | Ep [497/1000] Step [499/500] LR [0.00000] Loss 21.84374 :  50%|████▉     | 498/1000 [05:19<04:01,  2.08it/s]
Train | Ep [498/1000] Step [500/500] LR [0.00000] Loss 21.88733 :  50%|████▉     | 498/1000 [05:19<04:01,  2.08it/s]
Train | Ep [498/1000] Step [500/500] LR [0.00000] Loss 21.88733 :  50%|████▉     | 499/1000 [05:19<04:01,  2.07it/s]
Train | Ep [499/1000] Step [501/500] LR [0.00000] Loss 21.90722 :  50%|████▉     | 499/1000 [05:20<04:01,  2.07it/s]INFO - 11/24/25 21:14:19 - 0:05:28 - Ep 499 | l2r: acc of top [1, 10, 50] = [0.4134 0.7129 0.8425], mr = 107.142, mrr = 0.516, Loss = 21.9072

INFO - 11/24/25 21:14:19 - 0:05:28 - Ep 499 | r2l: acc of top [1, 10, 50] = [0.4144 0.7109 0.8413], mr = 103.746, mrr = 0.516, Loss = 21.9072

INFO - 11/24/25 21:14:19 - 0:05:28 - Best model update in Ep 499: MRR from [0.5153113752518036] --> [0.5155180334519354] ... 


Train | Ep [499/1000] Step [501/500] LR [0.00000] Loss 21.90722 :  50%|█████     | 500/1000 [05:23<13:46,  1.65s/it]INFO - 11/24/25 21:14:19 - 0:05:28 - warmup_steps: 225

INFO - 11/24/25 21:14:19 - 0:05:28 - total_steps: 1500

INFO - 11/24/25 21:14:19 - 0:05:28 - weight_decay: 0.0005

INFO - 11/24/25 21:14:19 - 0:05:28 - load from the best model before IL... 

INFO - 11/24/25 21:14:19 - 0:05:28 -  --------------------- Test result --------------------- 

INFO - 11/24/25 21:14:24 - 0:05:33 - Ep 500 | l2r: acc of top [1, 10, 50] = [0.4134 0.7129 0.8425], mr = 107.142, mrr = 0.516, Loss = 21.9072

INFO - 11/24/25 21:14:24 - 0:05:33 - Ep 500 | r2l: acc of top [1, 10, 50] = [0.4144 0.7109 0.8413], mr = 103.746, mrr = 0.516, Loss = 21.9072


Train | Ep [500/1000] Step [2/1500] LR [0.00000] Loss 21.89365 :  50%|█████     | 500/1000 [05:29<13:46,  1.65s/it] 
Train | Ep [500/1000] Step [2/1500] LR [0.00000] Loss 21.89365 :  50%|█████     | 501/1000 [05:29<22:52,  2.75s/it]
Train | Ep [501/1000] Step [3/1500] LR [0.00000] Loss 21.84757 :  50%|█████     | 501/1000 [05:29<22:52,  2.75s/it]
Train | Ep [501/1000] Step [3/1500] LR [0.00000] Loss 21.84757 :  50%|█████     | 502/1000 [05:29<17:14,  2.08s/it]
Train | Ep [502/1000] Step [4/1500] LR [0.00000] Loss 21.80758 :  50%|█████     | 502/1000 [05:30<17:14,  2.08s/it]
Train | Ep [502/1000] Step [4/1500] LR [0.00000] Loss 21.80758 :  50%|█████     | 503/1000 [05:30<13:13,  1.60s/it]
Train | Ep [503/1000] Step [5/1500] LR [0.00000] Loss 21.92120 :  50%|█████     | 503/1000 [05:30<13:13,  1.60s/it]
Train | Ep [503/1000] Step [5/1500] LR [0.00000] Loss 21.92120 :  50%|█████     | 504/1000 [05:30<10:25,  1.26s/it]
Train | Ep [504/1000] Step [6/1500] LR [0.00000] Loss 21.82960 :  50%|█████     | 504/1000 [05:31<10:25,  1.26s/it]
Train | Ep [504/1000] Step [6/1500] LR [0.00000] Loss 21.82960 :  50%|█████     | 505/1000 [05:31<08:43,  1.06s/it]
Train | Ep [505/1000] Step [7/1500] LR [0.00000] Loss 21.84247 :  50%|█████     | 505/1000 [05:31<08:43,  1.06s/it]
Train | Ep [505/1000] Step [7/1500] LR [0.00000] Loss 21.84247 :  51%|█████     | 506/1000 [05:31<07:16,  1.13it/s]
Train | Ep [506/1000] Step [8/1500] LR [0.00000] Loss 21.87537 :  51%|█████     | 506/1000 [05:32<07:16,  1.13it/s]
Train | Ep [506/1000] Step [8/1500] LR [0.00000] Loss 21.87537 :  51%|█████     | 507/1000 [05:32<06:15,  1.31it/s]
Train | Ep [507/1000] Step [9/1500] LR [0.00000] Loss 21.82037 :  51%|█████     | 507/1000 [05:32<06:15,  1.31it/s]
Train | Ep [507/1000] Step [9/1500] LR [0.00000] Loss 21.82037 :  51%|█████     | 508/1000 [05:32<05:32,  1.48it/s]
Train | Ep [508/1000] Step [10/1500] LR [0.00000] Loss 21.82927 :  51%|█████     | 508/1000 [05:33<05:32,  1.48it/s]
Train | Ep [508/1000] Step [10/1500] LR [0.00000] Loss 21.82927 :  51%|█████     | 509/1000 [05:33<05:03,  1.62it/s]
Train | Ep [509/1000] Step [11/1500] LR [0.00000] Loss 21.85024 :  51%|█████     | 509/1000 [05:33<05:03,  1.62it/s]
Train | Ep [509/1000] Step [11/1500] LR [0.00000] Loss 21.85024 :  51%|█████     | 510/1000 [05:33<05:11,  1.57it/s]
Train | Ep [510/1000] Step [12/1500] LR [0.00000] Loss 21.88903 :  51%|█████     | 510/1000 [05:34<05:11,  1.57it/s]
Train | Ep [510/1000] Step [12/1500] LR [0.00000] Loss 21.88903 :  51%|█████     | 511/1000 [05:34<04:47,  1.70it/s]
Train | Ep [511/1000] Step [13/1500] LR [0.00001] Loss 21.79692 :  51%|█████     | 511/1000 [05:34<04:47,  1.70it/s]
Train | Ep [511/1000] Step [13/1500] LR [0.00001] Loss 21.79692 :  51%|█████     | 512/1000 [05:34<04:31,  1.79it/s]
Train | Ep [512/1000] Step [14/1500] LR [0.00001] Loss 21.85975 :  51%|█████     | 512/1000 [05:35<04:31,  1.79it/s]
Train | Ep [512/1000] Step [14/1500] LR [0.00001] Loss 21.85975 :  51%|█████▏    | 513/1000 [05:35<04:19,  1.87it/s]
Train | Ep [513/1000] Step [15/1500] LR [0.00001] Loss 21.82932 :  51%|█████▏    | 513/1000 [05:35<04:19,  1.87it/s]
Train | Ep [513/1000] Step [15/1500] LR [0.00001] Loss 21.82932 :  51%|█████▏    | 514/1000 [05:35<04:11,  1.93it/s]
Train | Ep [514/1000] Step [16/1500] LR [0.00001] Loss 21.85173 :  51%|█████▏    | 514/1000 [05:36<04:11,  1.93it/s]
Train | Ep [514/1000] Step [16/1500] LR [0.00001] Loss 21.85173 :  52%|█████▏    | 515/1000 [05:36<04:31,  1.78it/s]
Train | Ep [515/1000] Step [17/1500] LR [0.00001] Loss 21.86762 :  52%|█████▏    | 515/1000 [05:36<04:31,  1.78it/s]
Train | Ep [515/1000] Step [17/1500] LR [0.00001] Loss 21.86762 :  52%|█████▏    | 516/1000 [05:36<04:24,  1.83it/s]
Train | Ep [516/1000] Step [18/1500] LR [0.00001] Loss 21.87142 :  52%|█████▏    | 516/1000 [05:37<04:24,  1.83it/s]
Train | Ep [516/1000] Step [18/1500] LR [0.00001] Loss 21.87142 :  52%|█████▏    | 517/1000 [05:37<04:16,  1.89it/s]
Train | Ep [517/1000] Step [19/1500] LR [0.00001] Loss 21.85442 :  52%|█████▏    | 517/1000 [05:37<04:16,  1.89it/s]
Train | Ep [517/1000] Step [19/1500] LR [0.00001] Loss 21.85442 :  52%|█████▏    | 518/1000 [05:37<04:09,  1.93it/s]
Train | Ep [518/1000] Step [20/1500] LR [0.00001] Loss 21.86408 :  52%|█████▏    | 518/1000 [05:38<04:09,  1.93it/s]
Train | Ep [518/1000] Step [20/1500] LR [0.00001] Loss 21.86408 :  52%|█████▏    | 519/1000 [05:38<04:04,  1.96it/s]
Train | Ep [519/1000] Step [21/1500] LR [0.00001] Loss 21.84251 :  52%|█████▏    | 519/1000 [05:39<04:04,  1.96it/s]
Train | Ep [519/1000] Step [21/1500] LR [0.00001] Loss 21.84251 :  52%|█████▏    | 520/1000 [05:39<04:31,  1.77it/s]
Train | Ep [520/1000] Step [22/1500] LR [0.00001] Loss 21.88856 :  52%|█████▏    | 520/1000 [05:39<04:31,  1.77it/s]
Train | Ep [520/1000] Step [22/1500] LR [0.00001] Loss 21.88856 :  52%|█████▏    | 521/1000 [05:39<04:23,  1.82it/s]
Train | Ep [521/1000] Step [23/1500] LR [0.00001] Loss 21.85067 :  52%|█████▏    | 521/1000 [05:40<04:23,  1.82it/s]
Train | Ep [521/1000] Step [23/1500] LR [0.00001] Loss 21.85067 :  52%|█████▏    | 522/1000 [05:40<04:13,  1.89it/s]
Train | Ep [522/1000] Step [24/1500] LR [0.00001] Loss 21.79901 :  52%|█████▏    | 522/1000 [05:40<04:13,  1.89it/s]
Train | Ep [522/1000] Step [24/1500] LR [0.00001] Loss 21.79901 :  52%|█████▏    | 523/1000 [05:40<04:06,  1.93it/s]
Train | Ep [523/1000] Step [25/1500] LR [0.00001] Loss 21.85442 :  52%|█████▏    | 523/1000 [05:41<04:06,  1.93it/s]
Train | Ep [523/1000] Step [25/1500] LR [0.00001] Loss 21.85442 :  52%|█████▏    | 524/1000 [05:41<04:00,  1.98it/s]INFO - 11/24/25 21:14:37 - 0:05:45 - [epoch 524] #links in candidate set: 1800


Train | Ep [524/1000] Step [26/1500] LR [0.00001] Loss 21.83639 :  52%|█████▏    | 524/1000 [05:41<04:00,  1.98it/s]
Train | Ep [524/1000] Step [26/1500] LR [0.00001] Loss 21.83639 :  52%|█████▎    | 525/1000 [05:41<04:19,  1.83it/s]
Train | Ep [525/1000] Step [27/1500] LR [0.00001] Loss 21.83510 :  52%|█████▎    | 525/1000 [05:42<04:19,  1.83it/s]
Train | Ep [525/1000] Step [27/1500] LR [0.00001] Loss 21.83510 :  53%|█████▎    | 526/1000 [05:42<04:10,  1.90it/s]
Train | Ep [526/1000] Step [28/1500] LR [0.00001] Loss 21.82544 :  53%|█████▎    | 526/1000 [05:42<04:10,  1.90it/s]
Train | Ep [526/1000] Step [28/1500] LR [0.00001] Loss 21.82544 :  53%|█████▎    | 527/1000 [05:42<04:02,  1.95it/s]
Train | Ep [527/1000] Step [29/1500] LR [0.00001] Loss 21.85702 :  53%|█████▎    | 527/1000 [05:43<04:02,  1.95it/s]
Train | Ep [527/1000] Step [29/1500] LR [0.00001] Loss 21.85702 :  53%|█████▎    | 528/1000 [05:43<03:57,  1.99it/s]
Train | Ep [528/1000] Step [30/1500] LR [0.00001] Loss 21.84278 :  53%|█████▎    | 528/1000 [05:43<03:57,  1.99it/s]
Train | Ep [528/1000] Step [30/1500] LR [0.00001] Loss 21.84278 :  53%|█████▎    | 529/1000 [05:43<03:54,  2.01it/s]
Train | Ep [529/1000] Step [31/1500] LR [0.00001] Loss 21.88155 :  53%|█████▎    | 529/1000 [05:44<03:54,  2.01it/s]
Train | Ep [529/1000] Step [31/1500] LR [0.00001] Loss 21.88155 :  53%|█████▎    | 530/1000 [05:44<04:10,  1.87it/s]
Train | Ep [530/1000] Step [32/1500] LR [0.00001] Loss 21.76938 :  53%|█████▎    | 530/1000 [05:44<04:10,  1.87it/s]
Train | Ep [530/1000] Step [32/1500] LR [0.00001] Loss 21.76938 :  53%|█████▎    | 531/1000 [05:44<04:10,  1.87it/s]
Train | Ep [531/1000] Step [33/1500] LR [0.00001] Loss 21.83748 :  53%|█████▎    | 531/1000 [05:45<04:10,  1.87it/s]
Train | Ep [531/1000] Step [33/1500] LR [0.00001] Loss 21.83748 :  53%|█████▎    | 532/1000 [05:45<04:04,  1.92it/s]
Train | Ep [532/1000] Step [34/1500] LR [0.00001] Loss 21.86501 :  53%|█████▎    | 532/1000 [05:45<04:04,  1.92it/s]
Train | Ep [532/1000] Step [34/1500] LR [0.00001] Loss 21.86501 :  53%|█████▎    | 533/1000 [05:45<04:00,  1.94it/s]
Train | Ep [533/1000] Step [35/1500] LR [0.00002] Loss 21.78444 :  53%|█████▎    | 533/1000 [05:46<04:00,  1.94it/s]
Train | Ep [533/1000] Step [35/1500] LR [0.00002] Loss 21.78444 :  53%|█████▎    | 534/1000 [05:46<03:55,  1.98it/s]
Train | Ep [534/1000] Step [36/1500] LR [0.00002] Loss 21.82586 :  53%|█████▎    | 534/1000 [05:46<03:55,  1.98it/s]
Train | Ep [534/1000] Step [36/1500] LR [0.00002] Loss 21.82586 :  54%|█████▎    | 535/1000 [05:46<04:18,  1.80it/s]
Train | Ep [535/1000] Step [37/1500] LR [0.00002] Loss 21.74850 :  54%|█████▎    | 535/1000 [05:47<04:18,  1.80it/s]
Train | Ep [535/1000] Step [37/1500] LR [0.00002] Loss 21.74850 :  54%|█████▎    | 536/1000 [05:47<04:07,  1.87it/s]
Train | Ep [536/1000] Step [38/1500] LR [0.00002] Loss 21.76020 :  54%|█████▎    | 536/1000 [05:47<04:07,  1.87it/s]
Train | Ep [536/1000] Step [38/1500] LR [0.00002] Loss 21.76020 :  54%|█████▎    | 537/1000 [05:47<03:59,  1.93it/s]
Train | Ep [537/1000] Step [39/1500] LR [0.00002] Loss 21.76450 :  54%|█████▎    | 537/1000 [05:48<03:59,  1.93it/s]
Train | Ep [537/1000] Step [39/1500] LR [0.00002] Loss 21.76450 :  54%|█████▍    | 538/1000 [05:48<03:52,  1.98it/s]
Train | Ep [538/1000] Step [40/1500] LR [0.00002] Loss 21.80276 :  54%|█████▍    | 538/1000 [05:48<03:52,  1.98it/s]
Train | Ep [538/1000] Step [40/1500] LR [0.00002] Loss 21.80276 :  54%|█████▍    | 539/1000 [05:48<03:48,  2.01it/s]
Train | Ep [539/1000] Step [41/1500] LR [0.00002] Loss 21.80587 :  54%|█████▍    | 539/1000 [05:49<03:48,  2.01it/s]
Train | Ep [539/1000] Step [41/1500] LR [0.00002] Loss 21.80587 :  54%|█████▍    | 540/1000 [05:49<04:10,  1.84it/s]
Train | Ep [540/1000] Step [42/1500] LR [0.00002] Loss 21.77987 :  54%|█████▍    | 540/1000 [05:50<04:10,  1.84it/s]
Train | Ep [540/1000] Step [42/1500] LR [0.00002] Loss 21.77987 :  54%|█████▍    | 541/1000 [05:50<04:00,  1.91it/s]
Train | Ep [541/1000] Step [43/1500] LR [0.00002] Loss 21.79168 :  54%|█████▍    | 541/1000 [05:50<04:00,  1.91it/s]
Train | Ep [541/1000] Step [43/1500] LR [0.00002] Loss 21.79168 :  54%|█████▍    | 542/1000 [05:50<03:54,  1.96it/s]
Train | Ep [542/1000] Step [44/1500] LR [0.00002] Loss 21.84000 :  54%|█████▍    | 542/1000 [05:51<03:54,  1.96it/s]
Train | Ep [542/1000] Step [44/1500] LR [0.00002] Loss 21.84000 :  54%|█████▍    | 543/1000 [05:51<03:49,  1.99it/s]
Train | Ep [543/1000] Step [45/1500] LR [0.00002] Loss 21.74254 :  54%|█████▍    | 543/1000 [05:51<03:49,  1.99it/s]
Train | Ep [543/1000] Step [45/1500] LR [0.00002] Loss 21.74254 :  54%|█████▍    | 544/1000 [05:51<03:45,  2.02it/s]
Train | Ep [544/1000] Step [46/1500] LR [0.00002] Loss 21.78258 :  54%|█████▍    | 544/1000 [05:52<03:45,  2.02it/s]
Train | Ep [544/1000] Step [46/1500] LR [0.00002] Loss 21.78258 :  55%|█████▍    | 545/1000 [05:52<04:10,  1.81it/s]
Train | Ep [545/1000] Step [47/1500] LR [0.00002] Loss 21.72406 :  55%|█████▍    | 545/1000 [05:52<04:10,  1.81it/s]
Train | Ep [545/1000] Step [47/1500] LR [0.00002] Loss 21.72406 :  55%|█████▍    | 546/1000 [05:52<04:00,  1.89it/s]
Train | Ep [546/1000] Step [48/1500] LR [0.00002] Loss 21.84399 :  55%|█████▍    | 546/1000 [05:53<04:00,  1.89it/s]
Train | Ep [546/1000] Step [48/1500] LR [0.00002] Loss 21.84399 :  55%|█████▍    | 547/1000 [05:53<03:52,  1.95it/s]
Train | Ep [547/1000] Step [49/1500] LR [0.00002] Loss 21.76019 :  55%|█████▍    | 547/1000 [05:53<03:52,  1.95it/s]
Train | Ep [547/1000] Step [49/1500] LR [0.00002] Loss 21.76019 :  55%|█████▍    | 548/1000 [05:53<03:46,  1.99it/s]
Train | Ep [548/1000] Step [50/1500] LR [0.00002] Loss 21.74715 :  55%|█████▍    | 548/1000 [05:54<03:46,  1.99it/s]
Train | Ep [548/1000] Step [50/1500] LR [0.00002] Loss 21.74715 :  55%|█████▍    | 549/1000 [05:54<03:44,  2.01it/s]INFO - 11/24/25 21:14:50 - 0:05:58 - [epoch 549] #links in candidate set: 1808

INFO - 11/24/25 21:14:50 - 0:05:58 - #new_links_select:1808

INFO - 11/24/25 21:14:50 - 0:05:58 - train_ill.shape:(4377, 2)

INFO - 11/24/25 21:14:50 - 0:05:58 - #true_links: 1507

INFO - 11/24/25 21:14:50 - 0:05:58 - true link ratio: 83.4%

INFO - 11/24/25 21:14:50 - 0:05:58 - #entity not in train set: 10574 (left) 8465 (right)


Train | Ep [549/1000] Step [52/1500] LR [0.00002] Loss 60.12885 :  55%|█████▍    | 549/1000 [06:28<03:44,  2.01it/s]INFO - 11/24/25 21:15:28 - 0:06:37 - Ep 549 | l2r: acc of top [1, 10, 50] = [0.4214 0.7173 0.8468], mr = 104.290, mrr = 0.523, Loss = 60.1289

INFO - 11/24/25 21:15:28 - 0:06:37 - Ep 549 | r2l: acc of top [1, 10, 50] = [0.4235 0.717  0.8442], mr = 101.052, mrr = 0.524, Loss = 60.1289

INFO - 11/24/25 21:15:28 - 0:06:37 - Best model update in Ep 549: MRR from [0.5155180334519354] --> [0.5227016795952066] ... 


Train | Ep [549/1000] Step [52/1500] LR [0.00002] Loss 60.12885 :  55%|█████▌    | 550/1000 [06:32<1:30:05, 12.01s/it]
Train | Ep [550/1000] Step [54/1500] LR [0.00002] Loss 59.77168 :  55%|█████▌    | 550/1000 [06:33<1:30:05, 12.01s/it]
Train | Ep [550/1000] Step [54/1500] LR [0.00002] Loss 59.77168 :  55%|█████▌    | 551/1000 [06:33<1:05:06,  8.70s/it]
Train | Ep [551/1000] Step [56/1500] LR [0.00002] Loss 59.57159 :  55%|█████▌    | 551/1000 [06:34<1:05:06,  8.70s/it]
Train | Ep [551/1000] Step [56/1500] LR [0.00002] Loss 59.57159 :  55%|█████▌    | 552/1000 [06:34<47:38,  6.38s/it]  
Train | Ep [552/1000] Step [58/1500] LR [0.00003] Loss 58.99077 :  55%|█████▌    | 552/1000 [06:35<47:38,  6.38s/it]
Train | Ep [552/1000] Step [58/1500] LR [0.00003] Loss 58.99077 :  55%|█████▌    | 553/1000 [06:35<35:25,  4.75s/it]
Train | Ep [553/1000] Step [60/1500] LR [0.00003] Loss 59.00417 :  55%|█████▌    | 553/1000 [06:36<35:25,  4.75s/it]
Train | Ep [553/1000] Step [60/1500] LR [0.00003] Loss 59.00417 :  55%|█████▌    | 554/1000 [06:36<26:53,  3.62s/it]
Train | Ep [554/1000] Step [62/1500] LR [0.00003] Loss 58.71193 :  55%|█████▌    | 554/1000 [06:37<26:53,  3.62s/it]
Train | Ep [554/1000] Step [62/1500] LR [0.00003] Loss 58.71193 :  56%|█████▌    | 555/1000 [06:37<21:11,  2.86s/it]
Train | Ep [555/1000] Step [64/1500] LR [0.00003] Loss 58.19775 :  56%|█████▌    | 555/1000 [06:38<21:11,  2.86s/it]
Train | Ep [555/1000] Step [64/1500] LR [0.00003] Loss 58.19775 :  56%|█████▌    | 556/1000 [06:38<16:57,  2.29s/it]
Train | Ep [556/1000] Step [66/1500] LR [0.00003] Loss 58.29053 :  56%|█████▌    | 556/1000 [06:39<16:57,  2.29s/it]
Train | Ep [556/1000] Step [66/1500] LR [0.00003] Loss 58.29053 :  56%|█████▌    | 557/1000 [06:39<13:59,  1.90s/it]
Train | Ep [557/1000] Step [68/1500] LR [0.00003] Loss 58.17892 :  56%|█████▌    | 557/1000 [06:40<13:59,  1.90s/it]
Train | Ep [557/1000] Step [68/1500] LR [0.00003] Loss 58.17892 :  56%|█████▌    | 558/1000 [06:40<11:54,  1.62s/it]
Train | Ep [558/1000] Step [70/1500] LR [0.00003] Loss 57.41529 :  56%|█████▌    | 558/1000 [06:41<11:54,  1.62s/it]
Train | Ep [558/1000] Step [70/1500] LR [0.00003] Loss 57.41529 :  56%|█████▌    | 559/1000 [06:41<10:25,  1.42s/it]
Train | Ep [559/1000] Step [72/1500] LR [0.00003] Loss 56.75764 :  56%|█████▌    | 559/1000 [06:42<10:25,  1.42s/it]
Train | Ep [559/1000] Step [72/1500] LR [0.00003] Loss 56.75764 :  56%|█████▌    | 560/1000 [06:42<09:46,  1.33s/it]
Train | Ep [560/1000] Step [74/1500] LR [0.00003] Loss 56.62212 :  56%|█████▌    | 560/1000 [06:43<09:46,  1.33s/it]
Train | Ep [560/1000] Step [74/1500] LR [0.00003] Loss 56.62212 :  56%|█████▌    | 561/1000 [06:43<08:57,  1.22s/it]
Train | Ep [561/1000] Step [76/1500] LR [0.00003] Loss 56.49229 :  56%|█████▌    | 561/1000 [06:44<08:57,  1.22s/it]
Train | Ep [561/1000] Step [76/1500] LR [0.00003] Loss 56.49229 :  56%|█████▌    | 562/1000 [06:44<08:22,  1.15s/it]
Train | Ep [562/1000] Step [78/1500] LR [0.00003] Loss 56.14211 :  56%|█████▌    | 562/1000 [06:45<08:22,  1.15s/it]
Train | Ep [562/1000] Step [78/1500] LR [0.00003] Loss 56.14211 :  56%|█████▋    | 563/1000 [06:45<07:58,  1.10s/it]
Train | Ep [563/1000] Step [80/1500] LR [0.00004] Loss 56.06872 :  56%|█████▋    | 563/1000 [06:46<07:58,  1.10s/it]
Train | Ep [563/1000] Step [80/1500] LR [0.00004] Loss 56.06872 :  56%|█████▋    | 564/1000 [06:46<07:40,  1.06s/it]
Train | Ep [564/1000] Step [82/1500] LR [0.00004] Loss 55.93673 :  56%|█████▋    | 564/1000 [06:47<07:40,  1.06s/it]
Train | Ep [564/1000] Step [82/1500] LR [0.00004] Loss 55.93673 :  56%|█████▋    | 565/1000 [06:47<07:48,  1.08s/it]
Train | Ep [565/1000] Step [84/1500] LR [0.00004] Loss 55.35044 :  56%|█████▋    | 565/1000 [06:48<07:48,  1.08s/it]
Train | Ep [565/1000] Step [84/1500] LR [0.00004] Loss 55.35044 :  57%|█████▋    | 566/1000 [06:48<07:34,  1.05s/it]
Train | Ep [566/1000] Step [86/1500] LR [0.00004] Loss 55.17216 :  57%|█████▋    | 566/1000 [06:49<07:34,  1.05s/it]
Train | Ep [566/1000] Step [86/1500] LR [0.00004] Loss 55.17216 :  57%|█████▋    | 567/1000 [06:49<07:23,  1.02s/it]
Train | Ep [567/1000] Step [88/1500] LR [0.00004] Loss 55.37598 :  57%|█████▋    | 567/1000 [06:50<07:23,  1.02s/it]
Train | Ep [567/1000] Step [88/1500] LR [0.00004] Loss 55.37598 :  57%|█████▋    | 568/1000 [06:50<07:16,  1.01s/it]
Train | Ep [568/1000] Step [90/1500] LR [0.00004] Loss 55.13330 :  57%|█████▋    | 568/1000 [06:51<07:16,  1.01s/it]
Train | Ep [568/1000] Step [90/1500] LR [0.00004] Loss 55.13330 :  57%|█████▋    | 569/1000 [06:51<07:09,  1.00it/s]
Train | Ep [569/1000] Step [92/1500] LR [0.00004] Loss 54.83789 :  57%|█████▋    | 569/1000 [06:52<07:09,  1.00it/s]
Train | Ep [569/1000] Step [92/1500] LR [0.00004] Loss 54.83789 :  57%|█████▋    | 570/1000 [06:52<07:24,  1.03s/it]
Train | Ep [570/1000] Step [94/1500] LR [0.00004] Loss 54.81948 :  57%|█████▋    | 570/1000 [06:53<07:24,  1.03s/it]
Train | Ep [570/1000] Step [94/1500] LR [0.00004] Loss 54.81948 :  57%|█████▋    | 571/1000 [06:53<07:14,  1.01s/it]
