命令语法不正确。
INFO - 11/25/25 01:52:38 - 0:00:00 - ============ Initialized logger ============
INFO - 11/25/25 01:52:38 - 0:00:00 - The experiment will be stored in C:\Users\paichichi\Documents\data\mmkg\dump/1125-IJCAI_MEAformer_sf_0_500-1000-IL\MEAformer_FBYG15K_0.5_v1_norm_0.5
                                     
INFO - 11/25/25 01:52:38 - 0:00:00 - Running command: python main.py --gpu 0 --eval_epoch 50 --only_test 0 --model_name MEAformer --data_choice FBYG15K --data_split norm --data_rate '0.5' --epoch 1000 --lr '5e-4' --hidden_units '300,300,300' --save_model 0 --batch_size 3500 --semi_learn_step 5 --csls --csls_k 3 --random_seed 42 --exp_name 'IJCAI_MEAformer_sf_0_500-1000-IL' --exp_id 'v1_norm_0.5' --workers 12 --dist 0 --accumulation_steps 1 --scheduler cos --attr_dim 300 --img_dim 300 --name_dim 300 --char_dim 300 --hidden_size 300 --tau '0.1' --structure_encoder gat --num_attention_heads 1 --num_hidden_layers 1 --use_surface 0 --use_intermediate 1 --il --il_start 500 --enable_sota
C:\Users\paichichi\Documents\GitHub\MEAformer\main.py:44: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  self.scaler = GradScaler()
INFO - 11/25/25 01:52:39 - 0:00:01 - 81.17% entities have images
INFO - 11/25/25 01:52:39 - 0:00:02 - image feature shape:(30355, 4096)
INFO - 11/25/25 01:52:39 - 0:00:02 - #left entity : 14951, #right entity: 15404
INFO - 11/25/25 01:52:39 - 0:00:02 - #left entity not in train set: 9352, #right entity not in train set: 9805
INFO - 11/25/25 01:52:41 - 0:00:03 - relation feature shape:(30355, 1000)
INFO - 11/25/25 01:52:41 - 0:00:03 - attribute feature shape:(30355, 123)
INFO - 11/25/25 01:52:41 - 0:00:03 - -----dataset summary-----
INFO - 11/25/25 01:52:41 - 0:00:03 - dataset:		 C:\Users\paichichi\Documents\data\mmkg\FBYG15K\norm
INFO - 11/25/25 01:52:41 - 0:00:03 - triple num:	 715099
INFO - 11/25/25 01:52:41 - 0:00:03 - entity num:	 30355
INFO - 11/25/25 01:52:41 - 0:00:03 - relation num:	 1377
INFO - 11/25/25 01:52:41 - 0:00:03 - train ill num:	 5599 	 test ill num:	 5600
INFO - 11/25/25 01:52:41 - 0:00:03 - -------------------------
C:\Users\paichichi\Documents\GitHub\MEAformer\src\utils.py:237: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\builder\windows\pytorch\torch\csrc\utils\tensor_new.cpp:653.)
  return torch.sparse.FloatTensor(indices, values, shape)
INFO - 11/25/25 01:52:42 - 0:00:04 - Random init...
INFO - 11/25/25 01:52:42 - 0:00:04 - total params num: 11280006
INFO - 11/25/25 01:52:42 - 0:00:04 - warmup_steps: 150
INFO - 11/25/25 01:52:42 - 0:00:04 - total_steps: 1000
INFO - 11/25/25 01:52:42 - 0:00:04 - weight_decay: 0.0005
loading raw data...
30355
getting a sparse tensor r_adj...
  0%|          | 0/1000 [00:00<?, ?it/s]
Train | Ep [537/1000] Step [77/3000] LR [0.00002] Loss 53.96257 :  54%|█████▎    | 537/1000 [28:32<18:42,  2.42s/it]
Train | Ep [537/1000] Step [77/3000] LR [0.00002] Loss 53.96257 :  54%|█████▍    | 538/1000 [28:32<18:38,  2.42s/it]
Train | Ep [538/1000] Step [79/3000] LR [0.00002] Loss 53.92920 :  54%|█████▍    | 538/1000 [28:35<18:38,  2.42s/it]
Train | Ep [538/1000] Step [79/3000] LR [0.00002] Loss 53.92920 :  54%|█████▍    | 539/1000 [28:35<18:33,  2.42s/it]
Train | Ep [539/1000] Step [81/3000] LR [0.00002] Loss 53.86944 :  54%|█████▍    | 539/1000 [28:37<18:33,  2.42s/it]
Train | Ep [539/1000] Step [81/3000] LR [0.00002] Loss 53.86944 :  54%|█████▍    | 540/1000 [28:37<18:50,  2.46s/it]
Train | Ep [540/1000] Step [83/3000] LR [0.00002] Loss 53.99529 :  54%|█████▍    | 540/1000 [28:40<18:50,  2.46s/it]
Train | Ep [540/1000] Step [83/3000] LR [0.00002] Loss 53.99529 :  54%|█████▍    | 541/1000 [28:40<18:39,  2.44s/it]
Train | Ep [541/1000] Step [85/3000] LR [0.00002] Loss 53.84865 :  54%|█████▍    | 541/1000 [28:42<18:39,  2.44s/it]
Train | Ep [541/1000] Step [85/3000] LR [0.00002] Loss 53.84865 :  54%|█████▍    | 542/1000 [28:42<18:31,  2.43s/it]
Train | Ep [542/1000] Step [87/3000] LR [0.00002] Loss 53.85799 :  54%|█████▍    | 542/1000 [28:45<18:31,  2.43s/it]
Train | Ep [542/1000] Step [87/3000] LR [0.00002] Loss 53.85799 :  54%|█████▍    | 543/1000 [28:45<18:25,  2.42s/it]
Train | Ep [543/1000] Step [89/3000] LR [0.00002] Loss 53.95007 :  54%|█████▍    | 543/1000 [28:47<18:25,  2.42s/it]
Train | Ep [543/1000] Step [89/3000] LR [0.00002] Loss 53.95007 :  54%|█████▍    | 544/1000 [28:47<18:20,  2.41s/it]
Train | Ep [544/1000] Step [91/3000] LR [0.00002] Loss 53.82647 :  54%|█████▍    | 544/1000 [28:49<18:20,  2.41s/it]
Train | Ep [544/1000] Step [91/3000] LR [0.00002] Loss 53.82647 :  55%|█████▍    | 545/1000 [28:49<18:34,  2.45s/it]
Train | Ep [545/1000] Step [93/3000] LR [0.00002] Loss 53.77687 :  55%|█████▍    | 545/1000 [28:52<18:34,  2.45s/it]
Train | Ep [545/1000] Step [93/3000] LR [0.00002] Loss 53.77687 :  55%|█████▍    | 546/1000 [28:52<18:25,  2.44s/it]
Train | Ep [546/1000] Step [95/3000] LR [0.00002] Loss 53.75773 :  55%|█████▍    | 546/1000 [28:54<18:25,  2.44s/it]
Train | Ep [546/1000] Step [95/3000] LR [0.00002] Loss 53.75773 :  55%|█████▍    | 547/1000 [28:54<18:17,  2.42s/it]
Train | Ep [547/1000] Step [97/3000] LR [0.00002] Loss 53.85725 :  55%|█████▍    | 547/1000 [28:57<18:17,  2.42s/it]
Train | Ep [547/1000] Step [97/3000] LR [0.00002] Loss 53.85725 :  55%|█████▍    | 548/1000 [28:57<18:12,  2.42s/it]
Train | Ep [548/1000] Step [99/3000] LR [0.00002] Loss 53.81707 :  55%|█████▍    | 548/1000 [28:59<18:12,  2.42s/it]
Train | Ep [548/1000] Step [99/3000] LR [0.00002] Loss 53.81707 :  55%|█████▍    | 549/1000 [28:59<18:08,  2.41s/it]INFO - 11/25/25 02:21:42 - 0:29:04 - [epoch 549] #links in candidate set: 1565

INFO - 11/25/25 02:21:42 - 0:29:04 - #new_links_select:1565

INFO - 11/25/25 02:21:42 - 0:29:04 - train_ill.shape:(7164, 2)

INFO - 11/25/25 02:21:42 - 0:29:04 - #true_links: 1371

INFO - 11/25/25 02:21:42 - 0:29:04 - true link ratio: 87.6%

INFO - 11/25/25 02:21:42 - 0:29:04 - #entity not in train set: 7787 (left) 8240 (right)


Train | Ep [549/1000] Step [102/3000] LR [0.00002] Loss 82.94254 :  55%|█████▍    | 549/1000 [29:35<18:08,  2.41s/it]INFO - 11/25/25 02:22:19 - 0:29:41 - Ep 549 | l2r: acc of top [1, 10, 50] = [0.5484 0.7836 0.8712], mr = 68.225, mrr = 0.632, Loss = 82.9425

INFO - 11/25/25 02:22:19 - 0:29:41 - Ep 549 | r2l: acc of top [1, 10, 50] = [0.5502 0.7855 0.8695], mr = 67.389, mrr = 0.634, Loss = 82.9425

INFO - 11/25/25 02:22:19 - 0:29:41 - Best model update in Ep 549: MRR from [0.629679902053137] --> [0.6317964957902136] ... 


Train | Ep [549/1000] Step [102/3000] LR [0.00002] Loss 82.94254 :  55%|█████▌    | 550/1000 [29:37<1:37:26, 12.99s/it]
Train | Ep [550/1000] Step [105/3000] LR [0.00002] Loss 82.11746 :  55%|█████▌    | 550/1000 [29:40<1:37:26, 12.99s/it]
Train | Ep [550/1000] Step [105/3000] LR [0.00002] Loss 82.11746 :  55%|█████▌    | 551/1000 [29:40<1:16:06, 10.17s/it]
Train | Ep [551/1000] Step [108/3000] LR [0.00002] Loss 82.32570 :  55%|█████▌    | 551/1000 [29:44<1:16:06, 10.17s/it]
Train | Ep [551/1000] Step [108/3000] LR [0.00002] Loss 82.32570 :  55%|█████▌    | 552/1000 [29:44<1:01:09,  8.19s/it]
Train | Ep [552/1000] Step [111/3000] LR [0.00002] Loss 81.59667 :  55%|█████▌    | 552/1000 [29:47<1:01:09,  8.19s/it]
Train | Ep [552/1000] Step [111/3000] LR [0.00002] Loss 81.59667 :  55%|█████▌    | 553/1000 [29:47<50:43,  6.81s/it]  
Train | Ep [553/1000] Step [114/3000] LR [0.00003] Loss 81.45250 :  55%|█████▌    | 553/1000 [29:51<50:43,  6.81s/it]
Train | Ep [553/1000] Step [114/3000] LR [0.00003] Loss 81.45250 :  55%|█████▌    | 554/1000 [29:51<43:23,  5.84s/it]
Train | Ep [554/1000] Step [117/3000] LR [0.00003] Loss 81.40603 :  55%|█████▌    | 554/1000 [29:55<43:23,  5.84s/it]
Train | Ep [554/1000] Step [117/3000] LR [0.00003] Loss 81.40603 :  56%|█████▌    | 555/1000 [29:55<38:29,  5.19s/it]
Train | Ep [555/1000] Step [120/3000] LR [0.00003] Loss 81.68859 :  56%|█████▌    | 555/1000 [29:58<38:29,  5.19s/it]
Train | Ep [555/1000] Step [120/3000] LR [0.00003] Loss 81.68859 :  56%|█████▌    | 556/1000 [29:58<34:49,  4.71s/it]
Train | Ep [556/1000] Step [123/3000] LR [0.00003] Loss 81.43225 :  56%|█████▌    | 556/1000 [30:02<34:49,  4.71s/it]
Train | Ep [556/1000] Step [123/3000] LR [0.00003] Loss 81.43225 :  56%|█████▌    | 557/1000 [30:02<32:14,  4.37s/it]
Train | Ep [557/1000] Step [126/3000] LR [0.00003] Loss 80.92099 :  56%|█████▌    | 557/1000 [30:05<32:14,  4.37s/it]
Train | Ep [557/1000] Step [126/3000] LR [0.00003] Loss 80.92099 :  56%|█████▌    | 558/1000 [30:05<30:26,  4.13s/it]
Train | Ep [558/1000] Step [129/3000] LR [0.00003] Loss 81.18078 :  56%|█████▌    | 558/1000 [30:09<30:26,  4.13s/it]
Train | Ep [558/1000] Step [129/3000] LR [0.00003] Loss 81.18078 :  56%|█████▌    | 559/1000 [30:09<29:11,  3.97s/it]
Train | Ep [559/1000] Step [132/3000] LR [0.00003] Loss 81.13129 :  56%|█████▌    | 559/1000 [30:13<29:11,  3.97s/it]
Train | Ep [559/1000] Step [132/3000] LR [0.00003] Loss 81.13129 :  56%|█████▌    | 560/1000 [30:13<28:30,  3.89s/it]
Train | Ep [560/1000] Step [135/3000] LR [0.00003] Loss 80.91307 :  56%|█████▌    | 560/1000 [30:16<28:30,  3.89s/it]
Train | Ep [560/1000] Step [135/3000] LR [0.00003] Loss 80.91307 :  56%|█████▌    | 561/1000 [30:16<27:46,  3.80s/it]
Train | Ep [561/1000] Step [138/3000] LR [0.00003] Loss 80.96719 :  56%|█████▌    | 561/1000 [30:20<27:46,  3.80s/it]
Train | Ep [561/1000] Step [138/3000] LR [0.00003] Loss 80.96719 :  56%|█████▌    | 562/1000 [30:20<27:14,  3.73s/it]
Train | Ep [562/1000] Step [141/3000] LR [0.00003] Loss 80.32425 :  56%|█████▌    | 562/1000 [30:23<27:14,  3.73s/it]
Train | Ep [562/1000] Step [141/3000] LR [0.00003] Loss 80.32425 :  56%|█████▋    | 563/1000 [30:23<26:50,  3.69s/it]
Train | Ep [563/1000] Step [144/3000] LR [0.00003] Loss 81.10806 :  56%|█████▋    | 563/1000 [30:27<26:50,  3.69s/it]
Train | Ep [563/1000] Step [144/3000] LR [0.00003] Loss 81.10806 :  56%|█████▋    | 564/1000 [30:27<26:34,  3.66s/it]
Train | Ep [564/1000] Step [147/3000] LR [0.00003] Loss 80.29934 :  56%|█████▋    | 564/1000 [30:31<26:34,  3.66s/it]
Train | Ep [564/1000] Step [147/3000] LR [0.00003] Loss 80.29934 :  56%|█████▋    | 565/1000 [30:31<26:34,  3.67s/it]
Train | Ep [565/1000] Step [150/3000] LR [0.00003] Loss 80.41013 :  56%|█████▋    | 565/1000 [30:34<26:34,  3.67s/it]
Train | Ep [565/1000] Step [150/3000] LR [0.00003] Loss 80.41013 :  57%|█████▋    | 566/1000 [30:34<26:19,  3.64s/it]
Train | Ep [566/1000] Step [153/3000] LR [0.00003] Loss 80.64807 :  57%|█████▋    | 566/1000 [30:38<26:19,  3.64s/it]
Train | Ep [566/1000] Step [153/3000] LR [0.00003] Loss 80.64807 :  57%|█████▋    | 567/1000 [30:38<26:10,  3.63s/it]
Train | Ep [567/1000] Step [156/3000] LR [0.00003] Loss 80.26200 :  57%|█████▋    | 567/1000 [30:42<26:10,  3.63s/it]
Train | Ep [567/1000] Step [156/3000] LR [0.00003] Loss 80.26200 :  57%|█████▋    | 568/1000 [30:42<26:02,  3.62s/it]
Train | Ep [568/1000] Step [159/3000] LR [0.00004] Loss 80.66398 :  57%|█████▋    | 568/1000 [30:45<26:02,  3.62s/it]
Train | Ep [568/1000] Step [159/3000] LR [0.00004] Loss 80.66398 :  57%|█████▋    | 569/1000 [30:45<25:53,  3.60s/it]
Train | Ep [569/1000] Step [162/3000] LR [0.00004] Loss 80.39390 :  57%|█████▋    | 569/1000 [30:49<25:53,  3.60s/it]
Train | Ep [569/1000] Step [162/3000] LR [0.00004] Loss 80.39390 :  57%|█████▋    | 570/1000 [30:49<25:59,  3.63s/it]
Train | Ep [570/1000] Step [165/3000] LR [0.00004] Loss 79.81737 :  57%|█████▋    | 570/1000 [30:52<25:59,  3.63s/it]
Train | Ep [570/1000] Step [165/3000] LR [0.00004] Loss 79.81737 :  57%|█████▋    | 571/1000 [30:52<25:50,  3.61s/it]
Train | Ep [571/1000] Step [168/3000] LR [0.00004] Loss 80.19550 :  57%|█████▋    | 571/1000 [30:56<25:50,  3.61s/it]
Train | Ep [571/1000] Step [168/3000] LR [0.00004] Loss 80.19550 :  57%|█████▋    | 572/1000 [30:56<25:43,  3.61s/it]
Train | Ep [572/1000] Step [171/3000] LR [0.00004] Loss 79.68530 :  57%|█████▋    | 572/1000 [31:00<25:43,  3.61s/it]
Train | Ep [572/1000] Step [171/3000] LR [0.00004] Loss 79.68530 :  57%|█████▋    | 573/1000 [31:00<25:37,  3.60s/it]
Train | Ep [573/1000] Step [174/3000] LR [0.00004] Loss 79.04948 :  57%|█████▋    | 573/1000 [31:03<25:37,  3.60s/it]
Train | Ep [573/1000] Step [174/3000] LR [0.00004] Loss 79.04948 :  57%|█████▋    | 574/1000 [31:03<25:31,  3.60s/it]INFO - 11/25/25 02:23:46 - 0:31:08 - [epoch 574] #links in candidate set: 511


Train | Ep [574/1000] Step [177/3000] LR [0.00004] Loss 79.86535 :  57%|█████▋    | 574/1000 [31:07<25:31,  3.60s/it]
Train | Ep [574/1000] Step [177/3000] LR [0.00004] Loss 79.86535 :  57%|█████▊    | 575/1000 [31:07<25:39,  3.62s/it]
Train | Ep [575/1000] Step [180/3000] LR [0.00004] Loss 79.67373 :  57%|█████▊    | 575/1000 [31:10<25:39,  3.62s/it]
Train | Ep [575/1000] Step [180/3000] LR [0.00004] Loss 79.67373 :  58%|█████▊    | 576/1000 [31:10<25:29,  3.61s/it]
Train | Ep [576/1000] Step [183/3000] LR [0.00004] Loss 79.56414 :  58%|█████▊    | 576/1000 [31:14<25:29,  3.61s/it]
Train | Ep [576/1000] Step [183/3000] LR [0.00004] Loss 79.56414 :  58%|█████▊    | 577/1000 [31:14<25:22,  3.60s/it]
Train | Ep [577/1000] Step [186/3000] LR [0.00004] Loss 78.44576 :  58%|█████▊    | 577/1000 [31:18<25:22,  3.60s/it]
Train | Ep [577/1000] Step [186/3000] LR [0.00004] Loss 78.44576 :  58%|█████▊    | 578/1000 [31:18<25:19,  3.60s/it]
Train | Ep [578/1000] Step [189/3000] LR [0.00004] Loss 79.17952 :  58%|█████▊    | 578/1000 [31:21<25:19,  3.60s/it]
Train | Ep [578/1000] Step [189/3000] LR [0.00004] Loss 79.17952 :  58%|█████▊    | 579/1000 [31:21<25:14,  3.60s/it]
Train | Ep [579/1000] Step [192/3000] LR [0.00004] Loss 79.20080 :  58%|█████▊    | 579/1000 [31:25<25:14,  3.60s/it]
Train | Ep [579/1000] Step [192/3000] LR [0.00004] Loss 79.20080 :  58%|█████▊    | 580/1000 [31:25<25:20,  3.62s/it]
Train | Ep [580/1000] Step [195/3000] LR [0.00004] Loss 78.40042 :  58%|█████▊    | 580/1000 [31:28<25:20,  3.62s/it]
Train | Ep [580/1000] Step [195/3000] LR [0.00004] Loss 78.40042 :  58%|█████▊    | 581/1000 [31:28<25:12,  3.61s/it]
Train | Ep [581/1000] Step [198/3000] LR [0.00004] Loss 78.86051 :  58%|█████▊    | 581/1000 [31:32<25:12,  3.61s/it]
Train | Ep [581/1000] Step [198/3000] LR [0.00004] Loss 78.86051 :  58%|█████▊    | 582/1000 [31:32<25:05,  3.60s/it]
Train | Ep [582/1000] Step [201/3000] LR [0.00004] Loss 78.57382 :  58%|█████▊    | 582/1000 [31:36<25:05,  3.60s/it]
Train | Ep [582/1000] Step [201/3000] LR [0.00004] Loss 78.57382 :  58%|█████▊    | 583/1000 [31:36<25:00,  3.60s/it]
Train | Ep [583/1000] Step [204/3000] LR [0.00005] Loss 78.41647 :  58%|█████▊    | 583/1000 [31:39<25:00,  3.60s/it]
Train | Ep [583/1000] Step [204/3000] LR [0.00005] Loss 78.41647 :  58%|█████▊    | 584/1000 [31:39<24:55,  3.59s/it]
Train | Ep [584/1000] Step [207/3000] LR [0.00005] Loss 78.69783 :  58%|█████▊    | 584/1000 [31:43<24:55,  3.59s/it]
Train | Ep [584/1000] Step [207/3000] LR [0.00005] Loss 78.69783 :  58%|█████▊    | 585/1000 [31:43<25:04,  3.63s/it]
Train | Ep [585/1000] Step [210/3000] LR [0.00005] Loss 79.26364 :  58%|█████▊    | 585/1000 [31:46<25:04,  3.63s/it]
Train | Ep [585/1000] Step [210/3000] LR [0.00005] Loss 79.26364 :  59%|█████▊    | 586/1000 [31:46<24:56,  3.61s/it]
Train | Ep [586/1000] Step [213/3000] LR [0.00005] Loss 78.86082 :  59%|█████▊    | 586/1000 [31:50<24:56,  3.61s/it]
Train | Ep [586/1000] Step [213/3000] LR [0.00005] Loss 78.86082 :  59%|█████▊    | 587/1000 [31:50<24:47,  3.60s/it]
Train | Ep [587/1000] Step [216/3000] LR [0.00005] Loss 78.65869 :  59%|█████▊    | 587/1000 [31:54<24:47,  3.60s/it]
Train | Ep [587/1000] Step [216/3000] LR [0.00005] Loss 78.65869 :  59%|█████▉    | 588/1000 [31:54<24:43,  3.60s/it]
Train | Ep [588/1000] Step [219/3000] LR [0.00005] Loss 78.80914 :  59%|█████▉    | 588/1000 [31:57<24:43,  3.60s/it]
Train | Ep [588/1000] Step [219/3000] LR [0.00005] Loss 78.80914 :  59%|█████▉    | 589/1000 [31:57<24:39,  3.60s/it]
Train | Ep [589/1000] Step [222/3000] LR [0.00005] Loss 78.03121 :  59%|█████▉    | 589/1000 [32:01<24:39,  3.60s/it]
Train | Ep [589/1000] Step [222/3000] LR [0.00005] Loss 78.03121 :  59%|█████▉    | 590/1000 [32:01<24:48,  3.63s/it]
Train | Ep [590/1000] Step [225/3000] LR [0.00005] Loss 79.19096 :  59%|█████▉    | 590/1000 [32:05<24:48,  3.63s/it]
Train | Ep [590/1000] Step [225/3000] LR [0.00005] Loss 79.19096 :  59%|█████▉    | 591/1000 [32:05<24:38,  3.62s/it]
Train | Ep [591/1000] Step [228/3000] LR [0.00005] Loss 78.31527 :  59%|█████▉    | 591/1000 [32:08<24:38,  3.62s/it]
Train | Ep [591/1000] Step [228/3000] LR [0.00005] Loss 78.31527 :  59%|█████▉    | 592/1000 [32:08<24:30,  3.60s/it]
Train | Ep [592/1000] Step [231/3000] LR [0.00005] Loss 78.05532 :  59%|█████▉    | 592/1000 [32:12<24:30,  3.60s/it]
Train | Ep [592/1000] Step [231/3000] LR [0.00005] Loss 78.05532 :  59%|█████▉    | 593/1000 [32:12<24:24,  3.60s/it]
Train | Ep [593/1000] Step [234/3000] LR [0.00005] Loss 78.11291 :  59%|█████▉    | 593/1000 [32:15<24:24,  3.60s/it]
Train | Ep [593/1000] Step [234/3000] LR [0.00005] Loss 78.11291 :  59%|█████▉    | 594/1000 [32:15<24:19,  3.59s/it]
Train | Ep [594/1000] Step [237/3000] LR [0.00005] Loss 78.23296 :  59%|█████▉    | 594/1000 [32:19<24:19,  3.59s/it]
Train | Ep [594/1000] Step [237/3000] LR [0.00005] Loss 78.23296 :  60%|█████▉    | 595/1000 [32:19<24:27,  3.62s/it]
Train | Ep [595/1000] Step [240/3000] LR [0.00005] Loss 77.63281 :  60%|█████▉    | 595/1000 [32:23<24:27,  3.62s/it]
Train | Ep [595/1000] Step [240/3000] LR [0.00005] Loss 77.63281 :  60%|█████▉    | 596/1000 [32:23<24:23,  3.62s/it]
Train | Ep [596/1000] Step [243/3000] LR [0.00005] Loss 78.44779 :  60%|█████▉    | 596/1000 [32:26<24:23,  3.62s/it]
Train | Ep [596/1000] Step [243/3000] LR [0.00005] Loss 78.44779 :  60%|█████▉    | 597/1000 [32:26<24:14,  3.61s/it]
Train | Ep [597/1000] Step [246/3000] LR [0.00005] Loss 78.74971 :  60%|█████▉    | 597/1000 [32:30<24:14,  3.61s/it]
Train | Ep [597/1000] Step [246/3000] LR [0.00005] Loss 78.74971 :  60%|█████▉    | 598/1000 [32:30<24:07,  3.60s/it]
Train | Ep [598/1000] Step [249/3000] LR [0.00006] Loss 78.58614 :  60%|█████▉    | 598/1000 [32:33<24:07,  3.60s/it]
Train | Ep [598/1000] Step [249/3000] LR [0.00006] Loss 78.58614 :  60%|█████▉    | 599/1000 [32:33<24:01,  3.59s/it]INFO - 11/25/25 02:25:16 - 0:32:38 - [epoch 599] #links in candidate set: 559

INFO - 11/25/25 02:25:16 - 0:32:38 - #new_links_select:559

INFO - 11/25/25 02:25:16 - 0:32:38 - train_ill.shape:(7723, 2)

INFO - 11/25/25 02:25:16 - 0:32:38 - #true_links: 451

INFO - 11/25/25 02:25:16 - 0:32:38 - true link ratio: 80.7%

INFO - 11/25/25 02:25:16 - 0:32:38 - #entity not in train set: 7228 (left) 7681 (right)


Train | Ep [599/1000] Step [252/3000] LR [0.00006] Loss 89.88961 :  60%|█████▉    | 599/1000 [33:09<24:01,  3.59s/it]INFO - 11/25/25 02:25:54 - 0:33:16 - Ep 599 | l2r: acc of top [1, 10, 50] = [0.5771 0.8079 0.8871], mr = 50.980, mrr = 0.658, Loss = 89.8896

INFO - 11/25/25 02:25:54 - 0:33:16 - Ep 599 | r2l: acc of top [1, 10, 50] = [0.5759 0.807  0.8893], mr = 51.079, mrr = 0.659, Loss = 89.8896

INFO - 11/25/25 02:25:54 - 0:33:16 - Best model update in Ep 599: MRR from [0.6317964957902136] --> [0.6582834233271354] ... 


Train | Ep [599/1000] Step [252/3000] LR [0.00006] Loss 89.88961 :  60%|██████    | 600/1000 [33:11<1:32:33, 13.88s/it]
Train | Ep [600/1000] Step [255/3000] LR [0.00006] Loss 89.82683 :  60%|██████    | 600/1000 [33:15<1:32:33, 13.88s/it]
Train | Ep [600/1000] Step [255/3000] LR [0.00006] Loss 89.82683 :  60%|██████    | 601/1000 [33:15<1:11:48, 10.80s/it]
Train | Ep [601/1000] Step [258/3000] LR [0.00006] Loss 89.23336 :  60%|██████    | 601/1000 [33:18<1:11:48, 10.80s/it]
Train | Ep [601/1000] Step [258/3000] LR [0.00006] Loss 89.23336 :  60%|██████    | 602/1000 [33:18<57:18,  8.64s/it]  
Train | Ep [602/1000] Step [261/3000] LR [0.00006] Loss 89.23836 :  60%|██████    | 602/1000 [33:22<57:18,  8.64s/it]
Train | Ep [602/1000] Step [261/3000] LR [0.00006] Loss 89.23836 :  60%|██████    | 603/1000 [33:22<47:09,  7.13s/it]
Train | Ep [603/1000] Step [264/3000] LR [0.00006] Loss 89.15531 :  60%|██████    | 603/1000 [33:26<47:09,  7.13s/it]
Train | Ep [603/1000] Step [264/3000] LR [0.00006] Loss 89.15531 :  60%|██████    | 604/1000 [33:26<40:05,  6.07s/it]
Train | Ep [604/1000] Step [267/3000] LR [0.00006] Loss 88.70345 :  60%|██████    | 604/1000 [33:29<40:05,  6.07s/it]
Train | Ep [604/1000] Step [267/3000] LR [0.00006] Loss 88.70345 :  60%|██████    | 605/1000 [33:29<35:18,  5.36s/it]
Train | Ep [605/1000] Step [270/3000] LR [0.00006] Loss 88.70909 :  60%|██████    | 605/1000 [33:33<35:18,  5.36s/it]
Train | Ep [605/1000] Step [270/3000] LR [0.00006] Loss 88.70909 :  61%|██████    | 606/1000 [33:33<31:45,  4.84s/it]
Train | Ep [606/1000] Step [273/3000] LR [0.00006] Loss 88.72721 :  61%|██████    | 606/1000 [33:37<31:45,  4.84s/it]
Train | Ep [606/1000] Step [273/3000] LR [0.00006] Loss 88.72721 :  61%|██████    | 607/1000 [33:37<29:16,  4.47s/it]
Train | Ep [607/1000] Step [276/3000] LR [0.00006] Loss 88.21197 :  61%|██████    | 607/1000 [33:40<29:16,  4.47s/it]
Train | Ep [607/1000] Step [276/3000] LR [0.00006] Loss 88.21197 :  61%|██████    | 608/1000 [33:40<27:30,  4.21s/it]
Train | Ep [608/1000] Step [279/3000] LR [0.00006] Loss 88.29564 :  61%|██████    | 608/1000 [33:44<27:30,  4.21s/it]
Train | Ep [608/1000] Step [279/3000] LR [0.00006] Loss 88.29564 :  61%|██████    | 609/1000 [33:44<26:15,  4.03s/it]
Train | Ep [609/1000] Step [282/3000] LR [0.00006] Loss 87.95470 :  61%|██████    | 609/1000 [33:47<26:15,  4.03s/it]
Train | Ep [609/1000] Step [282/3000] LR [0.00006] Loss 87.95470 :  61%|██████    | 610/1000 [33:47<25:34,  3.94s/it]
Train | Ep [610/1000] Step [285/3000] LR [0.00006] Loss 88.05756 :  61%|██████    | 610/1000 [33:51<25:34,  3.94s/it]
Train | Ep [610/1000] Step [285/3000] LR [0.00006] Loss 88.05756 :  61%|██████    | 611/1000 [33:51<24:54,  3.84s/it]
Train | Ep [611/1000] Step [288/3000] LR [0.00006] Loss 87.61519 :  61%|██████    | 611/1000 [33:55<24:54,  3.84s/it]
Train | Ep [611/1000] Step [288/3000] LR [0.00006] Loss 87.61519 :  61%|██████    | 612/1000 [33:55<24:23,  3.77s/it]
Train | Ep [612/1000] Step [291/3000] LR [0.00006] Loss 87.45942 :  61%|██████    | 612/1000 [33:58<24:23,  3.77s/it]
Train | Ep [612/1000] Step [291/3000] LR [0.00006] Loss 87.45942 :  61%|██████▏   | 613/1000 [33:58<24:01,  3.72s/it]
Train | Ep [613/1000] Step [294/3000] LR [0.00007] Loss 87.43815 :  61%|██████▏   | 613/1000 [34:02<24:01,  3.72s/it]
Train | Ep [613/1000] Step [294/3000] LR [0.00007] Loss 87.43815 :  61%|██████▏   | 614/1000 [34:02<23:43,  3.69s/it]
Train | Ep [614/1000] Step [297/3000] LR [0.00007] Loss 87.31876 :  61%|██████▏   | 614/1000 [34:06<23:43,  3.69s/it]
Train | Ep [614/1000] Step [297/3000] LR [0.00007] Loss 87.31876 :  62%|██████▏   | 615/1000 [34:06<23:42,  3.69s/it]
Train | Ep [615/1000] Step [300/3000] LR [0.00007] Loss 87.23394 :  62%|██████▏   | 615/1000 [34:09<23:42,  3.69s/it]
